id,credit,delayed,amount,gender,education,age,marital,default
1073,80000,2,425680,Female,highschool,38,married,0
19249,150000,0,1325191,Female,univeristy,36,married,0
20449,50000,0,223947,Male,graduate school,56,single,0
23642,200000,0,690058,Male,univeristy,27,married,0
25941,20000,0,111903,Female,univeristy,22,married,0
2311,230000,0,0,Male,graduate school,27,single,0
18304,330000,0,0,Male,graduate school,57,married,0
19060,30000,0,156622,Female,univeristy,33,single,0
22406,50000,0,208051,Female,univeristy,61,married,0
25711,120000,0,548981,Female,graduate school,29,single,0
23240,150000,0,11771,Female,univeristy,51,single,0
22817,510000,0,548,Male,highschool,30,single,0
8220,390000,0,519975,Female,graduate school,30,single,0
1863,20000,0,42521,Female,highschool,40,single,0
26926,130000,0,264161,Male,graduate school,28,single,0
22323,290000,0,596303,Female,graduate school,27,single,0
13115,130000,2,28424,Male,graduate school,29,single,0
8014,150000,0,450628,Female,univeristy,41,married,0
20123,350000,0,6285,Female,univeristy,40,single,0
28311,500000,0,0,Male,highschool,47,married,0
6507,410000,0,1572920,Male,univeristy,41,married,0
17057,40000,20,237847,Male,univeristy,27,single,1
12987,50000,0,230043,Male,univeristy,28,single,0
9479,290000,0,1339746,Female,univeristy,29,single,0
2240,80000,0,542620,Female,univeristy,24,single,1
9928,260000,1,0,Female,graduate school,58,single,1
6394,50000,0,275329,Male,highschool,42,married,0
13211,50000,3,222401,Male,highschool,51,married,1
12937,240000,2,173883,Female,univeristy,42,married,0
25401,160000,2,21759,Female,univeristy,29,married,0
10729,230000,0,0,Female,graduate school,38,single,0
4354,50000,0,28249,Female,univeristy,30,married,0
27497,300000,0,0,Male,highschool,64,single,0
1242,160000,0,200337,Female,highschool,39,married,0
23199,200000,0,0,Female,graduate school,35,single,0
13222,170000,0,347821,Female,univeristy,34,single,0
4957,270000,0,114850,Female,univeristy,26,single,1
28498,120000,3,0,Male,graduate school,34,single,0
25932,330000,5,0,Female,graduate school,33,single,0
14877,80000,0,550,Female,graduate school,35,married,1
15373,200000,2,421547,Male,univeristy,41,married,0
7472,60000,12,312386,Female,highschool,66,married,0
9101,100000,0,187487,Female,univeristy,31,married,0
15723,20000,8,92280,Female,highschool,23,single,1
17171,360000,0,589923,Female,graduate school,32,single,0
17723,50000,0,127371,Female,univeristy,45,married,0
9862,60000,3,30578,Female,univeristy,29,single,0
14372,90000,5,60915,Female,univeristy,24,single,0
25342,20000,0,0,Male,highschool,39,single,0
5653,160000,0,165,Male,graduate school,27,single,1
27316,100000,15,343825,Male,univeristy,33,married,0
11589,60000,5,11837,Male,graduate school,28,single,1
13872,200000,0,0,Female,univeristy,31,single,0
9179,20000,5,53414,Male,univeristy,37,married,0
14760,410000,0,191957,Female,univeristy,42,single,0
16413,260000,0,1420971,Male,graduate school,29,single,1
28277,50000,6,142808,Female,univeristy,39,married,0
15721,150000,0,326,Female,univeristy,28,single,0
9287,200000,0,1054268,Female,univeristy,30,single,0
10116,200000,2,514,Female,univeristy,27,single,1
22937,460000,0,29807,Male,graduate school,50,married,0
3311,20000,7,97500,Female,univeristy,35,married,1
27552,80000,0,667,Male,graduate school,29,single,1
11620,50000,0,78212,Male,univeristy,42,married,1
4776,360000,0,499472,Female,univeristy,47,married,0
17574,360000,0,1038,Male,graduate school,59,married,0
14135,120000,1,0,Male,graduate school,51,married,1
14872,50000,0,90225,Male,univeristy,48,married,1
7664,300000,0,0,Female,graduate school,54,married,0
9255,160000,0,0,Female,graduate school,30,single,1
11187,30000,0,94863,Male,univeristy,49,single,0
16216,50000,3,249323,Male,univeristy,22,single,0
10779,280000,1,0,Female,univeristy,27,single,0
21379,70000,0,311945,Male,graduate school,39,married,0
1228,200000,0,12644,Female,univeristy,27,married,0
26912,10000,2,0,Female,highschool,53,single,1
28104,210000,0,349,Female,univeristy,32,single,0
28706,100000,10,289604,Male,graduate school,29,single,1
14763,450000,0,5000,Male,graduate school,31,single,0
2004,290000,0,843286,Female,univeristy,41,single,0
2904,60000,6,193599,Female,univeristy,23,married,1
19787,170000,0,733655,Male,univeristy,27,single,1
18865,260000,0,227,Female,graduate school,38,married,1
20801,70000,0,16915,Female,univeristy,41,married,0
24456,20000,0,106414,Female,univeristy,22,single,0
23384,440000,0,0,Male,graduate school,33,single,0
19482,30000,13,2500,Male,highschool,28,single,1
26516,200000,0,0,Female,graduate school,58,married,0
9505,500000,0,0,Male,graduate school,37,single,1
428,110000,5,474971,Female,highschool,29,married,0
21847,140000,1,0,Female,graduate school,37,single,0
21577,100000,0,237469,Male,graduate school,28,single,0
18734,360000,1,0,Female,graduate school,34,single,1
13272,210000,0,48719,Female,graduate school,29,single,0
20387,500000,0,0,Male,univeristy,30,single,0
20970,350000,0,240545,Male,graduate school,33,single,0
11467,20000,2,55013,Female,graduate school,28,single,1
21273,240000,6,764350,Female,highschool,28,single,1
20381,60000,2,248081,Female,graduate school,22,single,0
22500,50000,13,140413,Female,univeristy,45,single,1
10552,50000,0,124639,Female,graduate school,21,single,0
23187,500000,0,249396,Female,univeristy,26,single,0
10596,120000,4,450059,Female,graduate school,36,single,0
4208,80000,0,221934,Female,univeristy,53,married,0
20502,300000,1,0,Female,graduate school,28,single,0
28717,30000,10,150252,Male,univeristy,27,single,0
23077,70000,0,263646,Female,graduate school,26,single,0
24408,360000,0,6906,Male,graduate school,29,single,0
22754,20000,5,20280,Female,graduate school,30,single,0
19185,30000,4,170593,Male,univeristy,33,married,1
3133,70000,1,0,Female,graduate school,30,single,0
270,200000,2,777462,Male,graduate school,42,married,0
19650,50000,7,121118,Female,univeristy,49,married,0
20971,210000,0,592,Female,univeristy,42,married,0
5749,230000,0,40698,Female,graduate school,31,single,0
24770,240000,2,3756,Male,graduate school,38,single,0
22890,140000,13,643394,Male,graduate school,57,married,1
24117,160000,0,77138,Female,univeristy,41,married,0
11239,90000,10,33647,Female,univeristy,40,married,1
13590,60000,0,182824,Male,graduate school,26,single,0
24592,150000,6,382096,Female,univeristy,30,single,0
11018,370000,0,815493,Female,univeristy,36,married,0
20407,440000,0,2014894,Female,univeristy,28,single,0
24442,50000,0,216330,Female,univeristy,24,single,0
18109,50000,0,203920,Male,graduate school,57,single,0
28849,130000,0,78637,Female,univeristy,24,single,0
7677,30000,2,70794,Female,univeristy,56,married,1
26408,360000,0,0,Male,graduate school,33,single,0
10479,200000,0,0,Female,univeristy,56,married,0
16933,20000,0,16145,Female,graduate school,24,single,0
6854,50000,0,223219,Male,highschool,26,single,0
22752,130000,0,9325,Female,univeristy,33,single,0
8278,150000,2,769128,Female,graduate school,32,single,0
6866,310000,0,1197505,Male,graduate school,41,married,0
19524,200000,0,2138,Female,graduate school,26,single,0
8261,90000,0,451122,Female,univeristy,25,married,1
27329,20000,0,76869,Male,univeristy,36,single,0
7179,300000,0,902277,Female,graduate school,32,single,0
20948,60000,0,311862,Female,graduate school,25,single,0
8684,60000,0,771,Female,graduate school,26,single,0
13472,80000,0,316400,Male,graduate school,35,single,0
22599,260000,0,46774,Male,univeristy,32,married,0
631,200000,2,380,Female,graduate school,33,married,0
11864,240000,0,9787,Female,highschool,41,married,0
24393,300000,0,0,Female,univeristy,31,single,0
22332,90000,0,520,Female,univeristy,24,single,0
978,300000,2,865898,Male,univeristy,35,married,1
11538,50000,0,12813,Male,graduate school,25,single,0
28351,20000,0,13554,Female,univeristy,22,single,1
8598,50000,0,179909,Female,graduate school,35,married,0
28457,210000,0,26172,Female,graduate school,26,single,0
2883,230000,0,0,Female,graduate school,36,married,0
8508,400000,0,0,Female,graduate school,39,single,1
25139,300000,0,0,Female,highschool,44,single,1
27792,100000,2,596871,Female,univeristy,41,married,1
26466,50000,2,184702,Male,univeristy,28,married,1
5068,360000,0,156801,Female,graduate school,46,married,0
16997,180000,0,681311,Male,univeristy,34,single,0
25951,50000,1,0,Male,univeristy,42,married,0
15918,100000,6,233240,Male,graduate school,33,married,0
19310,300000,0,441,Female,graduate school,26,single,0
3495,120000,1,0,Female,univeristy,25,single,1
28950,50000,0,10848,Female,graduate school,24,single,0
22054,60000,0,155855,Female,graduate school,25,single,0
7720,80000,5,438,Female,highschool,30,married,0
17505,30000,0,264,Female,graduate school,37,single,1
15950,90000,2,502708,Female,univeristy,40,married,0
9473,220000,0,103275,Female,univeristy,30,single,0
22566,210000,0,5811,Male,univeristy,35,married,0
22756,300000,1,0,Female,graduate school,56,married,1
89,120000,3,710560,Female,univeristy,29,married,1
22525,20000,0,51616,Male,highschool,39,married,0
22585,250000,1,0,Male,graduate school,30,single,0
8827,620000,0,772174,Male,graduate school,39,married,0
236,460000,0,702362,Female,graduate school,39,single,0
11068,500000,1,0,Male,graduate school,43,married,0
12241,80000,0,22391,Female,highschool,54,single,0
16325,190000,0,611991,Female,univeristy,46,married,0
19340,70000,4,372092,Female,graduate school,23,single,1
2405,80000,3,81309,Male,highschool,59,married,0
19447,70000,0,372815,Female,univeristy,24,single,0
17015,180000,0,192209,Male,graduate school,28,single,0
27310,50000,0,232252,Male,univeristy,35,single,0
25092,20000,0,84963,Female,univeristy,21,single,0
9629,330000,0,234826,Female,univeristy,28,single,0
9475,180000,12,290111,Male,graduate school,38,married,1
24807,250000,0,118781,Female,highschool,39,married,0
16440,120000,0,11213,Female,graduate school,24,single,0
14543,160000,6,859960,Male,univeristy,35,married,1
25814,170000,0,64868,Female,univeristy,27,single,1
13363,130000,0,651784,Female,highschool,27,single,0
14171,100000,0,493863,Female,highschool,66,single,1
10337,360000,0,1987607,Female,univeristy,25,single,1
21239,20000,12,87338,Female,highschool,48,married,1
24280,30000,0,103792,Male,univeristy,40,married,0
24483,260000,2,738204,Male,univeristy,28,single,0
2208,80000,0,17087,Female,graduate school,29,single,0
20325,120000,-2,339366,Female,graduate school,51,married,0
16680,390000,0,295020,Male,univeristy,29,single,0
27426,150000,0,9263,Female,highschool,28,married,0
2484,220000,2,220944,Female,univeristy,29,single,0
29113,30000,2,142498,Male,univeristy,26,single,0
10538,200000,0,4434,Female,graduate school,49,married,0
21144,80000,0,329535,Male,univeristy,57,married,0
17753,10000,7,48006,Male,highschool,45,single,0
129,50000,7,309350,Male,univeristy,52,married,1
12751,50000,6,156539,Female,univeristy,44,married,1
14663,90000,0,3000,Female,graduate school,27,single,0
25677,80000,0,380734,Male,highschool,48,married,0
13928,220000,0,3962,Male,graduate school,42,married,0
25564,30000,0,11217,Female,highschool,23,single,0
4026,300000,0,10893,Male,univeristy,30,single,0
27679,60000,0,223889,Female,univeristy,25,single,0
3566,60000,0,249781,Male,highschool,25,single,0
15067,30000,14,105692,Female,univeristy,42,married,1
16095,110000,0,544505,Female,univeristy,23,single,0
7110,230000,2,133,Female,univeristy,30,single,0
15061,120000,0,176223,Female,univeristy,39,married,0
23048,50000,0,10756,Female,univeristy,25,married,1
20852,500000,0,1796392,Female,graduate school,32,single,1
20635,10000,0,45927,Male,univeristy,21,single,1
10728,150000,0,9867,Female,graduate school,39,married,0
513,70000,2,409284,Female,highschool,25,single,1
14776,220000,0,53816,Male,highschool,44,married,0
22465,130000,0,441907,Male,univeristy,27,single,1
25936,150000,0,347683,Female,univeristy,37,single,1
4561,50000,2,189791,Female,graduate school,36,married,0
9170,60000,5,54984,Female,univeristy,53,single,1
9787,30000,0,12647,Male,univeristy,28,single,0
17040,20000,11,43196,Female,univeristy,23,single,1
23716,360000,0,15375,Male,univeristy,31,single,0
21839,160000,0,567,Female,graduate school,29,single,0
20435,50000,0,126032,Male,univeristy,41,single,0
22884,150000,0,234,Female,graduate school,43,married,0
21600,150000,22,459545,Female,univeristy,32,single,0
19064,450000,1,0,Female,graduate school,42,married,1
8210,450000,0,825462,Male,graduate school,45,married,0
22747,20000,3,104517,Female,univeristy,46,married,1
4491,20000,12,44008,Male,graduate school,23,single,1
17092,80000,0,156804,Male,univeristy,36,single,0
6135,500000,0,635466,Female,univeristy,27,single,0
15355,200000,0,7051,Female,univeristy,40,married,0
23400,500000,2,2807328,Male,graduate school,41,married,1
9238,50000,0,51400,Female,graduate school,34,married,0
6080,90000,0,226698,Male,graduate school,37,married,0
1725,10000,2,25295,Male,univeristy,22,single,1
10906,110000,0,462943,Female,univeristy,24,single,0
6088,90000,0,393139,Female,univeristy,38,married,0
23991,250000,4,480778,Female,graduate school,30,single,0
1415,110000,0,684515,Male,univeristy,41,single,0
11308,200000,0,9239,Male,graduate school,41,married,0
10057,180000,0,7490,Female,univeristy,43,married,0
20303,80000,0,150,Male,highschool,42,married,0
24653,230000,0,201612,Female,graduate school,30,single,0
14099,40000,2,212465,Male,graduate school,24,single,0
21878,50000,0,198906,Male,univeristy,24,single,0
9430,60000,0,200025,Male,univeristy,36,married,1
12135,30000,7,87135,Male,graduate school,35,married,1
21316,260000,0,2500,Female,graduate school,40,married,0
2001,70000,2,50023,Female,graduate school,25,single,1
11954,230000,10,1145169,Male,graduate school,46,married,1
22731,130000,3,233697,Female,univeristy,25,single,0
15418,130000,0,44782,Female,univeristy,27,married,0
16270,430000,0,0,Female,graduate school,42,single,0
28893,70000,0,267845,Male,highschool,50,married,0
25892,190000,0,957161,Female,univeristy,40,single,1
19521,230000,0,0,Female,graduate school,36,married,0
29088,150000,0,383371,Male,graduate school,28,single,0
12381,320000,0,17537,Male,graduate school,50,married,0
8427,80000,0,59568,Female,univeristy,29,single,0
17484,70000,2,383602,Male,graduate school,30,single,1
19572,210000,0,341,Male,univeristy,39,married,0
17797,420000,0,2523327,Female,univeristy,32,single,0
5152,120000,0,481671,Female,graduate school,27,single,0
1487,50000,0,0,Male,highschool,44,married,0
13230,360000,2,13378,Female,univeristy,28,married,1
15432,240000,1,0,Female,univeristy,27,single,1
7284,200000,0,0,Female,graduate school,35,single,0
5930,50000,2,94387,Female,highschool,23,single,0
14512,500000,0,8125,Female,univeristy,39,married,0
1716,20000,0,12708,Female,graduate school,23,single,0
23974,260000,0,360908,Male,univeristy,43,married,0
18495,110000,0,230966,Male,graduate school,50,married,0
16327,100000,4,509823,Male,graduate school,32,single,0
26559,50000,4,148086,Female,highschool,40,married,0
16196,110000,4,643505,Male,univeristy,37,married,0
5970,20000,12,71326,Female,univeristy,43,married,1
3756,360000,0,1692396,Female,graduate school,32,married,0
24669,360000,0,437,Female,graduate school,42,married,0
17360,20000,8,61473,Male,univeristy,43,single,1
12868,150000,4,573,Female,univeristy,27,single,0
1754,300000,0,342,Female,graduate school,33,single,0
21210,190000,0,841233,Female,univeristy,24,single,0
15700,160000,0,6102,Female,univeristy,40,married,0
8962,80000,0,211211,Male,univeristy,32,single,0
26367,20000,4,90045,Male,univeristy,27,single,1
2019,50000,0,0,Female,graduate school,40,married,0
8958,280000,0,196965,Female,univeristy,33,single,0
12145,300000,0,493,Female,univeristy,27,married,0
21576,20000,0,102642,Male,highschool,29,married,0
24153,50000,0,1089,Male,univeristy,50,married,1
3353,160000,0,0,Female,univeristy,33,married,0
9239,110000,0,411200,Female,univeristy,32,single,0
16160,120000,1,0,Female,univeristy,28,married,0
19712,120000,1,0,Female,graduate school,34,married,0
20337,250000,3,150961,Female,graduate school,35,single,0
22677,470000,0,389128,Male,graduate school,33,single,0
16474,200000,0,13543,Female,graduate school,37,single,0
28876,200000,0,0,Male,highschool,29,married,0
19179,110000,0,377531,Male,univeristy,29,single,0
8131,70000,0,203488,Female,graduate school,40,married,0
2446,10000,7,34544,Female,graduate school,56,single,0
1954,10000,28,852,Male,highschool,29,single,1
26632,30000,0,159612,Male,highschool,31,single,0
22324,50000,0,262932,Male,highschool,45,married,0
8903,140000,0,188,Male,univeristy,29,single,0
21426,70000,5,128543,Male,univeristy,62,single,0
23287,80000,0,302619,Female,univeristy,45,married,0
13253,70000,1,48031,Male,univeristy,30,single,0
10734,450000,0,0,Female,graduate school,46,single,0
24957,100000,0,504545,Female,univeristy,41,married,0
16818,180000,0,3807,Male,graduate school,29,single,0
24024,380000,0,813438,Male,univeristy,43,married,0
18096,360000,0,0,Female,highschool,38,single,0
6016,400000,0,1658,Female,graduate school,39,married,1
5300,230000,0,69661,Female,highschool,25,single,0
23245,210000,0,0,Male,univeristy,42,married,0
20073,300000,0,601171,Female,univeristy,32,single,0
4741,50000,0,104773,Male,univeristy,31,single,0
22903,70000,0,84455,Male,graduate school,30,single,0
16617,130000,0,0,Male,univeristy,39,married,0
11421,160000,0,12245,Female,graduate school,33,married,0
12372,210000,1,0,Female,graduate school,39,single,0
29010,50000,4,124527,Female,highschool,22,single,0
20409,30000,13,59256,Female,univeristy,25,single,1
23040,210000,3,2565,Male,graduate school,30,single,0
25762,10000,1,18622,Female,univeristy,40,married,0
22762,100000,3,0,Female,graduate school,38,married,0
20529,50000,0,5751,Female,highschool,47,married,0
14755,150000,0,273820,Female,graduate school,27,single,0
15614,30000,0,162394,Female,univeristy,22,single,0
8624,270000,0,118,Female,univeristy,65,married,0
23341,150000,2,87145,Female,univeristy,32,married,0
4242,220000,0,421880,Male,highschool,39,married,0
19619,20000,0,5627,Male,highschool,47,single,0
15744,50000,0,164173,Male,univeristy,41,married,0
17645,50000,6,5597,Female,univeristy,30,married,1
907,200000,0,201226,Female,univeristy,34,single,0
27276,120000,2,8514,Female,graduate school,27,single,0
16572,230000,0,995583,Male,univeristy,35,married,0
790,30000,8,102986,Female,univeristy,29,married,1
21989,120000,0,6106,Female,graduate school,28,single,0
16400,20000,2,58689,Female,graduate school,22,single,0
2953,80000,6,406937,Female,graduate school,23,single,1
26706,260000,2,0,Female,graduate school,32,married,0
23456,490000,0,355,Male,graduate school,43,married,0
13311,190000,0,0,Female,graduate school,30,married,0
22198,150000,5,7876,Female,graduate school,52,married,1
12947,80000,0,1672,Female,graduate school,25,single,0
22497,150000,8,715987,Male,graduate school,41,married,1
26618,80000,0,276532,Male,univeristy,42,married,0
11872,20000,2,31989,Male,graduate school,33,single,1
15551,60000,2,207105,Male,univeristy,37,married,0
11622,140000,0,519,Female,graduate school,31,single,0
14209,50000,8,235745,Female,univeristy,38,married,1
11510,50000,6,287444,Female,univeristy,23,single,1
14621,120000,2,720085,Male,graduate school,51,married,0
18110,280000,3,0,Female,univeristy,35,married,0
23365,20000,6,88479,Male,univeristy,56,single,0
1320,520000,0,0,Male,univeristy,32,single,0
27813,10000,0,41581,Male,univeristy,22,single,1
19256,80000,0,290852,Male,graduate school,35,single,0
23906,20000,33,96241,Female,univeristy,44,married,1
20969,170000,0,317688,Male,univeristy,31,single,0
13409,30000,0,139022,Male,univeristy,30,single,0
6146,30000,1,0,Female,univeristy,32,married,1
19494,210000,2,22484,Male,highschool,25,single,1
10584,150000,4,121056,Male,univeristy,26,single,0
10121,330000,1,0,Female,graduate school,36,married,0
4385,290000,0,1365731,Female,univeristy,31,married,0
24258,130000,0,46037,Male,univeristy,49,married,0
25085,500000,0,263715,Female,graduate school,37,single,0
13177,200000,0,541972,Female,graduate school,25,single,0
1781,500000,0,1234976,Female,graduate school,45,married,0
9678,150000,11,846711,Male,graduate school,35,single,0
2630,30000,0,160087,Female,univeristy,27,single,1
16956,230000,1,19255,Female,highschool,58,married,0
11458,230000,0,0,Female,graduate school,37,married,1
4154,200000,0,0,Female,graduate school,44,single,0
3875,440000,0,1996024,Male,univeristy,29,single,0
18741,320000,0,504309,Female,graduate school,30,single,0
24451,150000,0,696136,Female,graduate school,23,single,0
24839,140000,0,14397,Female,graduate school,26,single,0
21061,240000,1,0,Female,univeristy,47,married,0
27993,420000,0,159575,Female,graduate school,28,single,0
14616,230000,0,89059,Male,univeristy,41,single,0
17130,100000,0,569102,Female,univeristy,58,married,0
10061,50000,1,0,Female,graduate school,24,single,1
9867,140000,3,370042,Female,highschool,59,single,0
21948,20000,0,107981,Male,univeristy,33,single,0
22676,140000,6,802610,Female,graduate school,42,married,1
5455,50000,0,65432,Female,highschool,49,married,1
5573,100000,8,235006,Male,graduate school,37,single,1
24904,20000,0,39305,Male,graduate school,29,married,0
777,30000,2,742,Female,highschool,42,married,0
12405,430000,0,27447,Female,graduate school,29,single,0
6346,500000,0,0,Male,univeristy,32,single,1
2411,290000,0,747666,Female,highschool,48,married,0
18176,50000,0,0,Female,univeristy,28,single,0
23312,50000,0,175590,Female,graduate school,23,single,0
3481,50000,7,159637,Male,highschool,41,married,0
15040,50000,0,67086,Female,highschool,22,married,0
13089,50000,0,222946,Female,univeristy,37,married,0
26354,30000,0,118022,Female,univeristy,22,single,0
26009,50000,0,86802,Female,highschool,69,married,0
28958,120000,8,635896,Male,univeristy,26,single,0
24499,160000,2,3154,Female,graduate school,29,single,1
23803,60000,2,335570,Male,univeristy,24,single,0
6527,190000,0,818866,Female,graduate school,31,single,0
26756,180000,0,313959,Female,highschool,55,single,0
24086,500000,0,74712,Female,univeristy,31,married,0
8838,30000,15,147782,Female,highschool,54,married,0
9458,420000,1,7109,Male,graduate school,32,married,0
18229,30000,0,38424,Female,graduate school,24,single,0
20478,30000,5,81260,Male,highschool,46,single,1
16471,320000,0,105273,Male,graduate school,28,married,0
22395,150000,0,38675,Male,highschool,29,married,0
24534,180000,0,977490,Male,highschool,41,single,0
12555,10000,4,22043,Female,univeristy,22,single,0
19313,230000,0,0,Female,graduate school,36,single,0
24454,60000,7,304647,Male,graduate school,38,married,1
9003,50000,0,38398,Male,univeristy,24,single,0
18858,20000,2,105293,Male,univeristy,47,married,1
22147,60000,0,265046,Female,univeristy,27,single,1
8524,260000,0,5237,Female,graduate school,34,single,0
12084,20000,8,99811,Male,graduate school,24,single,1
6682,220000,0,0,Male,graduate school,36,married,0
24842,150000,6,800723,Female,graduate school,28,single,1
20004,50000,0,9879,Male,graduate school,31,single,0
25436,130000,2,2280,Female,univeristy,29,single,0
10250,80000,0,0,Female,highschool,44,married,0
11455,340000,0,421061,Male,graduate school,44,single,1
28719,20000,0,114976,Female,univeristy,46,married,0
16341,190000,0,479740,Female,graduate school,39,single,0
12093,20000,18,104470,Female,univeristy,53,single,0
6772,200000,0,1182,Female,univeristy,45,married,0
8166,350000,0,520475,Female,univeristy,33,married,0
28613,240000,0,227130,Female,univeristy,29,single,0
2469,50000,2,71079,Female,univeristy,22,single,0
24405,160000,0,280530,Male,univeristy,27,married,1
1036,220000,0,2486,Female,graduate school,31,married,0
22250,70000,11,183016,Female,highschool,47,married,0
26515,70000,0,142889,Female,univeristy,26,single,0
17717,250000,0,35,Female,graduate school,32,single,0
663,10000,3,20495,Male,graduate school,22,single,0
17802,50000,0,43571,Female,highschool,23,single,0
23080,150000,0,40465,Female,graduate school,33,single,0
13608,220000,0,1997,Female,graduate school,36,single,0
21907,80000,0,315103,Male,univeristy,35,married,0
27138,200000,0,139885,Female,univeristy,24,single,0
26148,200000,2,559877,Female,graduate school,30,single,0
14653,20000,2,32556,Female,graduate school,22,single,1
4633,210000,0,0,Male,univeristy,39,married,0
4691,120000,2,552,Female,graduate school,26,single,0
24903,70000,6,74262,Female,highschool,46,married,1
20992,180000,0,0,Male,graduate school,38,married,0
8289,230000,0,1319,Male,graduate school,39,married,1
3934,150000,2,4989,Female,graduate school,33,married,0
27415,150000,0,26130,Female,highschool,34,married,0
7708,60000,8,241328,Female,univeristy,29,single,1
12339,210000,0,9864,Male,highschool,39,married,0
21156,110000,0,41300,Male,univeristy,29,single,0
25499,100000,0,7614,Female,univeristy,26,single,0
14564,520000,0,1019913,Male,graduate school,34,single,0
23959,120000,0,40420,Female,univeristy,32,single,0
4101,120000,0,411470,Female,highschool,32,single,0
20816,80000,0,532491,Female,graduate school,37,married,0
13618,240000,4,240592,Female,univeristy,38,married,0
8613,330000,1,0,Female,univeristy,43,married,0
5532,130000,8,497105,Female,univeristy,37,single,1
4931,60000,0,197584,Male,univeristy,25,single,0
20460,50000,4,312009,Female,highschool,29,married,1
5874,140000,0,0,Female,univeristy,48,married,0
797,70000,2,156392,Female,univeristy,22,single,0
16448,260000,0,1142528,Female,univeristy,29,married,0
28296,170000,0,780080,Male,univeristy,42,married,0
8971,10000,0,35861,Male,univeristy,29,married,0
3267,220000,11,1063624,Female,graduate school,24,married,1
28124,290000,8,202233,Female,graduate school,33,married,1
28925,50000,5,276568,Female,highschool,61,single,1
12952,130000,0,32256,Female,graduate school,25,single,0
28682,50000,4,130531,Male,univeristy,24,single,1
23592,200000,0,0,Female,graduate school,35,single,0
20428,490000,0,1224158,Male,univeristy,50,married,0
4582,80000,0,272089,Female,highschool,54,married,0
10946,60000,0,12048,Male,graduate school,27,single,0
3383,20000,2,48951,Male,univeristy,46,married,1
26501,400000,1,0,Female,univeristy,39,single,1
16187,60000,0,0,Female,graduate school,25,single,0
16074,100000,2,425638,Female,graduate school,44,married,1
23160,80000,0,11619,Female,univeristy,32,married,0
19771,360000,0,257883,Male,graduate school,29,single,0
18647,130000,0,582,Male,highschool,56,married,1
5263,20000,0,82133,Male,highschool,30,married,0
24687,450000,0,44505,Female,univeristy,44,married,0
1800,150000,0,129419,Male,graduate school,33,single,0
1273,50000,4,178464,Male,graduate school,27,single,1
3953,20000,5,36947,Male,univeristy,36,married,1
5373,300000,0,0,Female,univeristy,31,married,0
27898,320000,0,551843,Female,graduate school,39,single,0
25586,380000,0,0,Male,highschool,33,single,0
9600,90000,0,253361,Female,univeristy,39,married,0
12603,50000,0,127086,Male,univeristy,25,single,0
3696,50000,0,41888,Male,graduate school,56,married,1
7517,20000,3,52143,Male,graduate school,28,single,0
4646,50000,0,176965,Male,univeristy,38,single,0
15319,290000,0,204196,Female,univeristy,45,married,0
17238,260000,0,652,Male,graduate school,51,married,0
14309,50000,0,173623,Male,univeristy,48,single,0
14078,230000,0,1036515,Female,highschool,37,married,0
20675,400000,0,0,Female,univeristy,37,single,0
4380,20000,3,49614,Male,graduate school,24,single,0
14580,200000,0,331029,Female,univeristy,29,married,0
13859,30000,0,1393,Female,univeristy,23,single,0
13396,50000,0,142002,Male,univeristy,36,married,0
3733,40000,2,227290,Female,univeristy,25,single,1
22856,250000,0,4135,Female,graduate school,25,married,0
22109,180000,0,646723,Male,graduate school,46,married,0
26653,80000,0,0,Female,univeristy,37,married,1
2075,60000,16,347053,Female,univeristy,27,single,1
19294,10000,0,3291,Male,univeristy,41,married,0
13256,30000,7,87699,Female,graduate school,26,single,1
28804,220000,0,0,Female,graduate school,36,single,0
13630,60000,2,341181,Female,univeristy,26,married,1
10886,100000,4,345669,Male,univeristy,42,married,0
11506,80000,2,384999,Female,univeristy,24,single,1
11599,170000,0,304455,Female,univeristy,43,married,0
6743,220000,2,38092,Male,graduate school,25,single,0
4891,110000,0,388045,Female,highschool,41,single,1
7512,50000,2,0,Male,highschool,46,single,0
16223,20000,0,26799,Male,univeristy,39,single,0
6307,180000,0,867445,Female,univeristy,34,single,1
7139,20000,2,16167,Female,univeristy,28,single,1
25956,110000,0,606180,Female,graduate school,35,married,0
5157,80000,0,11477,Male,univeristy,26,single,0
15233,210000,1,0,Male,univeristy,37,married,1
4865,180000,0,183991,Female,graduate school,37,single,0
27948,200000,0,1507,Female,univeristy,31,single,0
13067,60000,4,233438,Female,univeristy,49,married,1
27520,70000,0,125325,Female,univeristy,33,married,0
15053,500000,0,108914,Female,highschool,26,single,0
338,50000,2,153277,Female,univeristy,24,married,0
7312,240000,0,982721,Female,graduate school,29,single,0
19559,60000,0,221201,Male,highschool,25,single,0
2374,30000,12,172041,Female,univeristy,49,single,0
410,50000,0,289576,Male,highschool,41,single,0
852,50000,2,250102,Male,graduate school,24,single,0
5240,50000,0,84277,Female,univeristy,23,single,0
5250,310000,0,115,Female,graduate school,33,married,1
8215,80000,0,269891,Male,univeristy,32,single,0
15379,100000,4,525224,Female,highschool,43,married,0
15493,50000,4,228779,Male,graduate school,36,single,1
16638,280000,0,4480,Female,graduate school,36,married,1
25653,290000,0,515484,Male,univeristy,30,married,0
15642,60000,0,140304,Female,univeristy,46,married,0
28072,260000,3,572,Male,graduate school,43,married,0
